view,arm,partition,metric,n,mean,median,positive_rate,negative_rate,trim10,exbest1,extop3,extop5,worst1,stddev,event_days,ci95_low,ci95_high,ci98333_low,ci98333_high
COMMON_DEADLINE,DELAY_1,JUL_AUG,mae_atr,88,-0.1097142308254659,-0.08548065243800003,0.42045454545454547,0.5795454545454546,-0.08634370880168056,-0.12057114372065518,-0.1368553369228353,-0.1502714091250482,-2.049797023004,0.3932721492476447,,,,,
COMMON_DEADLINE,DELAY_1,JUL_AUG,mfe_atr,88,0.010625777651795438,-0.006148360404500008,0.4431818181818182,0.5227272727272727,0.003452771266958313,-0.008675663412011512,-0.022643369023494134,-0.036396562445072306,-0.9703151562710001,0.34167377675799643,,,,,
COMMON_DEADLINE,DELAY_1,JUL_AUG,stop_r,88,0.024354663484727267,0.0,0.48863636363636365,0.48863636363636365,0.021164264569624988,0.0031380162029884993,-0.021623533728047064,-0.03510218060126507,-2.3228978684449997,0.4298485036637064,,,,,
COMMON_DEADLINE,DELAY_1,JUL_AUG,entry_improvement_price,88,0.2781818181817841,0.135,0.5227272727272727,0.4772727272727273,0.24111111111106945,0.2221839080459425,0.1275294117646706,0.05012048192767471,-5.3,1.647191650773623,,,,,
COMMON_DEADLINE,DELAY_1,JUL_AUG,entry_improvement_points,88,27.81818181817977,13.499999999999002,0.5227272727272727,0.4772727272727273,24.111111111109373,22.21839080459553,12.752941176468084,5.012048192768169,-530.000000000018,164.71916507736663,,,,,
COMMON_DEADLINE,DELAY_1,JUL_AUG,entry_improvement_bps,88,0.697217673697284,0.3325163825945,0.5227272727272727,0.4772727272727273,0.5854764603890417,0.5585435543443679,0.32490504727198827,0.14024079793063857,-12.955045990414,3.972299905614467,,,,,
COMMON_DEADLINE,DELAY_3,JUL_AUG,gross_executable_bps,88,0.7965243291220342,0.740752640912,0.5227272727272727,0.45454545454545453,0.6913781593694861,0.5987747995651724,0.33609139653258824,0.101865899832,-12.392527284899002,5.385878550082465,31,-0.38842006319404776,1.939761803162618,-0.7006777482799758,2.192305830111761
COMMON_DEADLINE,DELAY_3,JUL_AUG,mae_bps,88,-2.3012333672956933,-1.5615801378274998,0.29545454545454547,0.6818181818181818,-2.0397561806177085,-2.4228739532560803,-2.6190652897858,-2.7901331882310605,-18.033603146083,4.774536904929081,,,,,
COMMON_DEADLINE,DELAY_3,JUL_AUG,mfe_bps,88,-0.5673340828208864,-0.40219825650350094,0.375,0.5795454545454546,-0.5811485786069167,-0.7260626902917011,-0.9884366551684235,-1.1973382833042168,-12.915619698572,4.4175787624138065,,,,,
COMMON_DEADLINE,DELAY_3,JUL_AUG,mae_atr,88,-0.20338589693638634,-0.18324116136699997,0.29545454545454547,0.6818181818181818,-0.18312386787790277,-0.21539103135406895,-0.23575759016795292,-0.25339602838940967,-1.723951285521,0.4628499723811614,,,,,
COMMON_DEADLINE,DELAY_3,JUL_AUG,mfe_atr,88,-0.06089111593294319,-0.0334743856485,0.375,0.5795454545454546,-0.056760073937375005,-0.07305551722822991,-0.09338252368040001,-0.1127537671971205,-1.313368212159,0.40926004471694716,,,,,
COMMON_DEADLINE,DELAY_3,JUL_AUG,stop_r,88,0.045446129438465904,-0.0012329370325000477,0.4772727272727273,0.5,0.008297364410249995,0.028758179089436776,-0.0037283823312353006,-0.028857833770060244,-0.8805670018130001,0.44727748003136697,,,,,
COMMON_DEADLINE,DELAY_3,JUL_AUG,entry_improvement_price,88,0.32784090909088637,0.3149999999995,0.5227272727272727,0.45454545454545453,0.28499999999998615,0.24885057471262068,0.13717647058821175,0.04024096385539759,-5.75,2.2562441830350988,,,,,
COMMON_DEADLINE,DELAY_3,JUL_AUG,entry_improvement_points,88,32.78409090908924,31.499999999959996,0.5227272727272727,0.45454545454545453,28.49999999999871,24.88505747126237,13.717647058821743,4.0240963855395915,-575.0,225.62441830351227,,,,,
COMMON_DEADLINE,DELAY_3,JUL_AUG,entry_improvement_bps,88,0.7962354117447387,0.74062205617,0.5227272727272727,0.45454545454545453,0.6909758185619722,0.5982424170390229,0.3354943941533882,0.10131647041661443,-12.406947890819,5.3878209824608945,,,,,
COMMON_DEADLINE,DELAY_5,JUL_AUG,gross_executable_bps,88,-0.15995724839222733,-1.1885630053949998,0.45454545454545453,0.5454545454545454,-0.28124502506051396,-0.4222065962632529,-0.8387515223536118,-1.1533490418875423,-30.021529770895,7.8189657420752745,31,-1.8632954169370677,1.3236803194287554,-2.2684108684399718,1.6512498539761267
COMMON_DEADLINE,DELAY_5,JUL_AUG,mae_bps,88,-2.3046420425435796,-1.141788942113,0.4090909090909091,0.5909090909090909,-1.9679314486213195,-2.521686741292184,-2.7563289729400116,-2.984912589172735,-22.880955540345997,6.469839362920553,,,,,
COMMON_DEADLINE,DELAY_5,JUL_AUG,mfe_bps,88,-2.1577112747319434,-1.9878067512825004,0.3409090909090909,0.6477272727272727,-2.1531863591296947,-2.35351256586223,-2.710609538879012,-2.9912316680732896,-31.439903397767,6.2670845292628155,,,,,
